ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-291,Valid Sample Rates,,,8,,48,VI - Internal Design Target,Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-292,Passband,f PLP,Ripple < δ P,0.45f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-293,Passband,,Droop < 3dB,0.46f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-294,Passband Ripple,δ P,"f < f PLP , referenced to signal level @ 1kHz",-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-295,Stopband,f SLP,Attenuation > δ S,,,0.49f S,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-296,Stopband Attenuation,δ S,f > f SLP,80,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-339,Group Delay,,f = f PLP,,24,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-340,Group Delay,,f = 1kHz,,8,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-298,Valid Sample Rates,,,88.2,,192,VI - Internal Design Target,Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-299,Passband,f PLP,"Ripple < δ P , 88.2kHz ≤ f S  ≤ 96kHz",0.23f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-300,Passband,,"Droop < 3dB, 88.2kHz ≤ f S  ≤ 96kHz",0.31f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-301,Passband,f PLP,"Ripple < δ P , 176.4kHz ≤ fs ≤ 192kHz",0.11f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-302,Passband,,"Droop < 3dB, 176.4kHz ≤ fs ≤ 192kHz",0.23f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-303,Passband Ripple,δ P,"f < f PLP , referenced to signal level @ 1kHz",-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-304,Stopband,f SLP,Attenuation > δ S,,,0.49f S,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-305,Stopband Attenuation,δ S,f > f SLP,80,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-341,Group Delay,,f = f PLP,,13,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-342,Group Delay,,f = 1kHz,,12,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-77,Corner Frequency,f c,f S  = 8kHz,,0.312,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-78,Corner Frequency,f c,f S  = 48kHz,,1.872,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-79,Corner Frequency,f c,f S  = 96kHz,,3.744,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-80,Corner Frequency,f c,f S  = 192kHz,,7.488,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-92,Output Offset Voltage,V OS,"T A  = +25°C, ZSPK = 8Ω + 33µH or 4Ω + 33µH, DRE_EN = 0, SPK_PCM_GAIN = 110b (18dB), V PVDD  = 6.5V",,±1,±3,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-754,Post_Spk_Vos_PostTrim,HZ06-MVPATE-754,Post_Spk_Vos_PostTrim,1505
HZ06-PSPEC2-93,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, out of Shutdown, AMP_FET_SCALE_MODE = 01b (FET scaling disabled), BST_BYP_MODE = 10b (boost bypass disabled)",,-63,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-94,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, into Shutdown, AMP_FET_SCALE_MODE = 01b (FET scaling disabled), BST_BYP_MODE = 10b (boost bypass disabled)",,-66,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-348,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, out of Shutdown, AMP_FET_SCALE_MODE = 01b (FET scaling disabled), BST_BYP_MODE = 00b (boost bypass enabled)",,-63,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-349,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, into Shutdown, AMP_FET_SCALE_MODE = 01b (FET scaling disabled), BST_BYP_MODE = 00b (boost bypass enabled)",,-66,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-350,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, out of Shutdown, AMP_FET_SCALE_MODE = 00b (FET scaling enabled), BST_BYP_MODE = 10b (boost bypass disabled)",,-63,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-351,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, into Shutdown, AMP_FET_SCALE_MODE = 00b (FET scaling enabled), BST_BYP_MODE = 10b (boost bypass disabled)",,-66,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-352,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, out of Shutdown, AMP_FET_SCALE_MODE = 00b (FET scaling enabled), BST_BYP_MODE = 00b (boost bypass enabled)",,-63,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-353,Click-and-Pop Level,K CP,"Peak voltage, A-weighted, 32 samples per second. Digital audio inputs have zero-code input, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, into Shutdown, AMP_FET_SCALE_MODE = 00b (FET scaling enabled), BST_BYP_MODE = 00b (boost bypass enabled)",,-66,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-95,Dynamic Range ,DNR,"LRCLK = 48kHz, 24 or 32 bits, -60dBFS 1kHz output signal, normalized to full scale (THD+N = 1%), Z SPK  = 8Ω + 33µH, A-weighted",,108,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1010,Dynamic Range,HZ06-MVPATE-1945,Spk_DNR[dB],7330
HZ06-PSPEC2-96,Dynamic Range ,DNR,"LRCLK = 48kHz, 24 or 32 bits, -60dBFS 1kHz output signal, normalized to full scale (THD+N = 1%), Z SPK  = 8Ω + 33µH, un-weighted",,105,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-97,Dynamic Range ,DNR,"LRCLK = 48kHz, 24 or 32 bits, -60dBFS 1kHz output signal, normalized to full scale (THD+N = 1%), Z SPK  = 4Ω + 33µH, A-weighted",,107,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-98,Dynamic Range ,DNR,"LRCLK = 48kHz, 24 or 32 bits, -60dBFS 1kHz output signal, normalized to full scale (THD+N = 1%), Z SPK  = 4Ω + 33µH, un-weighted",,104,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-99,Output Noise,e Nd,"Z SPK  = 8Ω + 33µH or 4Ω + 33µH, DRE enabled, A-weighted",,22,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1192,Output Noise,HZ06-MVPATE-1192,Output Noise,7310
,,,,,,,,,HZ06-MVPHUB-1191,Output Noise_Aweighted,HZ06-MVPATE-1191,Output Noise_Aweighted,
HZ06-PSPEC2-100,Output Noise,e Nd,"Z SPK  = 8Ω + 33µH or 4Ω + 33µH, DRE enabled, un-weighted",,40,,"VII - Production Tested, Internal Only",No,HZ06-MVPHUB-1192,Output Noise,HZ06-MVPATE-1192,Output Noise,7310
HZ06-PSPEC2-354,Output Noise,e Nd,"Z SPK  = 8Ω + 33µH or 4Ω + 33µH, DRE enabled, A-weighted, receiver mode",,14,,"VII - Production Tested, Internal Only",Yes,,,,,
HZ06-PSPEC2-101,Power Supply Input Range,PVDD,Guaranteed by Class D PSRR test,2.65,,10,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1006,"PSRR (PVDD,VBAT)",HZ06-MVPATE-1006,"PSRR (PVDD,VBAT)",7055
HZ06-PSPEC2-102,Output Power,P OUT,"V VBAT  = 4.3V, THD+N ≤ 1%, I LIM  = 4.1A, Z SPK  = 8Ω+33µH",,3.6,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-103,Output Power,P OUT,"V VBAT  = 4.3V, THD+N ≤ 1%, I LIM  = 4.1A, Z SPK  = 6Ω+33µH",,4.6,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-104,Output Power,P OUT,"V VBAT  = 4.3V, THD+N ≤ 1%, I LIM  = 4.1A, Z SPK  = 4Ω+33µH",,4.9,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-105,Output Power,P OUT,"V VBAT  = 4.3V, THD+N ≤ 10%, I LIM  = 4.1A, Z SPK  = 8Ω+33µH",,4.6,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-106,Output Power,P OUT,"V VBAT  = 4.3V, THD+N ≤10%, I LIM  = 4.1A, Z SPK  = 6Ω+33µH",,5.7,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-107,Output Power,P OUT,"V VBAT  = 4.3V, THD+N ≤10%, I LIM  = 4.1A, Z SPK  = 4Ω+33µH",,6.1,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-260,Output Power,P OUT,"V VBAT  = 4.3V, V PVDD  = 10V (BST_VOUT = 11100b), THD+N ≤ 1%, ILIM = 4.1A, Z SPK  = 8Ω+33µH",,4.7,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-261,Output Power,P OUT,"V PVDD  = 4.3V, V VBST  = 10V (BST_VOUT = 11100b), THD+N ≤ 1%, ILIM = 4.1A, Z SPK  = 4Ω+33µH",,4.8,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-262,Output Power,P OUT,"V VBAT  = 4.3V, V PVDD  = 10V (BST_VOUT = 11100b), THD+N ≤ 10%, ILIM = 4.1A, Z SPK  = 8Ω+33µH",,5.8,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-263,Output Power,P OUT,"V VBAT  = 4.3V, V PVDD  = 10V (BST_VOUT = 11100b), THD+N ≤ 10%, ILIM = 4.1A, Z SPK  = 4Ω+33µH",,6.1,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-108,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, P OUT  = 0.5W, Z SPK  = 8Ω+33µH",,0.016,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-109,Total Harmonic Distortion + Noise,THD+N,"f = 1kHz, P OUT  = 0.5W, Z SPK  = 4Ω+33µH",,0.016,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1008,THD+N,HZ06-MVPATE-1943,THD+N,7305
,,,,,,,,,HZ06-MVPHUB-1918,THD+N (boost_bypassed_en),HZ06-MVPATE-1950,THD+N_bst_bypass_en,7306
HZ06-PSPEC2-110,Intermodulation Distortion,IMD,"ITU-R, 5.5kHz/6.5kHz, 1:1, V OUT  = 2V pk , Z SPK  = 8Ω + 33µH",,65,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-111,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost on, no input signal, Z SPK  = ∞, DC, V VBAT  = 2.65V to 5.5V",,100,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1006,"PSRR (PVDD,VBAT)",HZ06-MVPATE-1006,"PSRR (PVDD,VBAT)",7055
HZ06-PSPEC2-112,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost on, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 217Hz, V VBAT  ripple = 500mV PP",,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-113,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost on, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 1kHz, V VBAT  ripple = 500mV PP",,95,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-114,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost on, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 10kHz, V VBAT  ripple = 500mV PP",,80,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-274,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost bypassed, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, DC, V VBAT  = 2.65V to 5.5V",,70,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1914,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),HZ06-MVPATE-1946,PSRR_bst_bypass_enabled(,7384
HZ06-PSPEC2-275,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost bypassed, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 217Hz, V VBAT  ripple = 500mV PP",,70,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-276,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost bypassed, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 1kHz, V VBAT  ripple = 500mV PP",,70,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-277,VBAT Power Supply Rejection Ratio (VBAT to Speaker Amplifier),PSRR,"Boost bypassed, no input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 10kHz, V VBAT  ripple = 500mV PP",,60,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-115,DVDD Power Supply Rejection Ratio (DVDD to Speaker Amplifier),PSRR,"No input signal, Z SPK  = 8Ω + 33µH or 4Ω + 33µH, AC, f = 1kHz, V DVDD  ripple = 100mV PP",,90,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-116,Output Switching Frequency,f S,48kHz related sample rates,,646,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1005,Output_freq,HZ06-MVPATE-1005,Output_freq,7030 7035
HZ06-PSPEC2-257,Output Switching Frequency,f S,44.1kHz related sample rates,,639,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-258,Output Switching Frequency,f S,"SPK_FSW_SEL = 1, 48kHz related sample rates",,326,,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-259,Output Switching Frequency,f S,"SPK_FSW_SEL = 1, 44.1kHz related sample rates",,319,,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-117,Efficiency,η SPK,"P OUT  = 2W, f = 1kHz, Z SPK  = 8Ω + 33µH, PVDD external ",,93,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-118,Efficiency,η SPK,"P OUT  = 4W, f = 1kHz, Z SPK  = 4Ω + 33µH, PVDD external ",,86,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
